circularity,aspect_ratio,holes,area,is_hollow,material,label
0.8147,0.9866,0,300.0,0,0,tubo_quadrado_macico
0.9333,1.03,1,271.46,1,0,tubo_redondo_oco
0.7709,1.0205,1,381.27,1,0,tubo_quadrado_oco
0.9167,1.0371,1,474.73,1,0,tubo_redondo_oco
0.6053,0.619,1,843.56,1,0,tubo_quadrado_oco
0.9482,1.0028,1,712.08,1,0,tubo_redondo_oco
0.6431,0.5274,1,316.09,1,0,tubo_quadrado_oco
0.7674,1.033,0,604.68,0,0,tubo_quadrado_oco
0.9311,0.9639,0,10114.17,0,0,tubo_redondo_macico
0.7386,0.9436,1,207.83,1,0,tubo_quadrado_oco
0.9323,1.0524,1,1099.03,1,0,tubo_redondo_oco
0.9426,1.0208,1,220.77,1,1,tubo_redondo_oco
1.0,1.0092,1,1028.55,1,0,tubo_redondo_oco
0.8154,0.9832,1,502.4,1,0,tubo_quadrado_oco
0.9615,0.9881,0,285.16,0,2,tubo_redondo_oco
0.7942,1.05,1,442.55,1,0,tubo_quadrado_oco
0.8088,0.9727,0,300.0,0,0,tubo_quadrado_macico
0.7807,1.05,0,608.66,0,2,tubo_quadrado_macico
0.8095,0.971,1,1059.41,1,2,tubo_quadrado_oco
0.6035,0.6382,0,6562.36,0,0,tubo_quadrado_macico
0.9748,0.9553,1,338.35,1,2,tubo_redondo_oco
0.9284,1.0037,1,264.02,1,1,tubo_redondo_oco
0.6441,0.7777,1,712.65,1,0,tubo_quadrado_oco
0.8044,0.9859,0,347.34,0,0,tubo_quadrado_macico
0.956,0.9922,0,250.0,0,2,tubo_redondo_macico
0.7301,0.951,0,300.0,0,0,tubo_quadrado_macico
0.8049,1.0388,1,537.95,1,2,tubo_quadrado_oco
0.7856,1.0011,0,2436.77,0,1,tubo_quadrado_macico
0.6873,0.7229,0,12512.28,0,0,tubo_quadrado_macico
0.9429,0.9407,1,1445.03,1,0,tubo_redondo_oco
0.5393,0.4382,0,2125.7,0,0,tubo_quadrado_macico
0.7457,1.0294,0,1412.14,0,2,tubo_quadrado_macico
0.7381,1.05,1,742.7,1,0,tubo_quadrado_oco
0.9567,1.0148,0,720.19,0,1,tubo_redondo_macico
0.6952,0.701,1,455.79,1,0,tubo_quadrado_oco
0.9667,1.0167,0,250.0,0,0,tubo_redondo_macico
0.9277,1.0105,0,2644.18,0,1,tubo_redondo_macico
0.5825,0.4995,0,1228.86,0,2,tubo_quadrado_oco
0.82,1.0036,1,1149.99,1,0,tubo_quadrado_oco
0.9175,1.0337,1,749.86,1,1,tubo_redondo_oco
0.6198,0.5168,1,941.86,1,0,tubo_quadrado_oco
0.6982,0.6555,0,9008.78,0,1,tubo_quadrado_macico
0.5846,0.474,0,4829.22,0,0,tubo_quadrado_macico
0.92,0.9178,0,9932.41,0,0,tubo_redondo_macico
0.9147,0.9615,1,785.48,1,0,tubo_redondo_oco
0.7793,0.9485,1,215.08,1,0,tubo_quadrado_oco
0.9737,1.0628,0,1026.28,0,0,tubo_redondo_macico
0.5077,0.363,0,6366.45,0,2,tubo_quadrado_macico
0.5673,0.3417,0,18000.0,0,0,tubo_quadrado_macico
0.808,0.9842,1,700.57,1,2,tubo_quadrado_oco
0.9513,0.9564,0,250.0,0,0,tubo_redondo_macico
0.7883,1.05,0,365.86,0,0,tubo_quadrado_oco
0.9291,1.0775,1,1293.93,1,1,tubo_redondo_oco
0.6228,0.606,1,439.25,1,1,tubo_quadrado_oco
0.711,0.9954,1,508.9,1,2,tubo_quadrado_oco
0.9644,0.9584,1,1483.96,1,2,tubo_redondo_oco
0.9278,1.0894,0,762.31,0,0,tubo_redondo_macico
0.9547,1.0436,1,804.86,1,0,tubo_redondo_oco
0.9602,1.0079,1,188.27,1,2,tubo_redondo_oco
0.9388,1.04,0,1856.8,0,0,tubo_redondo_macico
0.6395,0.6284,1,279.83,1,0,tubo_quadrado_oco
0.964,0.9878,0,1880.43,0,2,tubo_redondo_macico
0.7905,0.9734,1,642.09,1,1,tubo_quadrado_oco
0.9744,0.9399,1,1186.06,1,0,tubo_redondo_oco
0.9171,1.0304,0,1031.31,0,1,tubo_redondo_oco
0.7605,0.9664,0,968.86,0,1,tubo_quadrado_macico
0.7587,1.0296,0,3610.36,0,0,tubo_quadrado_macico
0.7626,1.0044,1,953.43,1,1,tubo_quadrado_oco
0.8074,1.05,0,1368.37,0,1,tubo_quadrado_macico
0.6404,0.5884,1,1071.68,1,0,tubo_quadrado_oco
0.9472,1.0179,0,739.06,0,0,tubo_redondo_macico
0.6938,0.6306,1,800.24,1,0,tubo_quadrado_oco
1.0,0.9639,0,330.81,0,0,tubo_redondo_macico
0.9177,0.9826,0,250.0,0,0,tubo_redondo_macico
0.82,1.05,0,1380.13,0,2,tubo_quadrado_macico
0.9581,1.0174,1,603.01,1,1,tubo_redondo_oco
0.8977,1.019,1,542.82,1,1,tubo_redondo_oco
0.7819,1.0127,0,617.81,0,0,tubo_quadrado_macico
0.9677,0.9866,1,478.01,1,0,tubo_redondo_oco
0.5333,0.2132,0,18000.0,0,0,tubo_quadrado_macico
0.7889,0.9932,0,300.0,0,1,tubo_quadrado_macico
0.9636,0.9268,1,390.1,1,0,tubo_redondo_oco
0.9862,0.9499,0,1142.49,0,2,tubo_redondo_oco
0.773,1.0241,1,491.47,1,0,tubo_quadrado_oco
0.9088,0.9481,1,394.49,1,0,tubo_redondo_oco
0.7684,0.9516,0,300.0,0,0,tubo_quadrado_macico
0.94,1.0457,0,6828.67,0,1,tubo_redondo_macico
0.82,1.0368,1,910.03,1,0,tubo_quadrado_oco
0.7555,1.05,1,647.9,1,2,tubo_quadrado_oco
0.9595,0.9665,1,330.88,1,2,tubo_redondo_oco
0.9963,1.0466,0,759.43,0,0,tubo_redondo_macico
0.6831,0.6641,0,1390.32,0,0,tubo_quadrado_oco
0.6752,0.651,1,536.8,1,2,tubo_quadrado_oco
0.7693,0.936,0,974.94,0,0,tubo_quadrado_macico
0.7441,1.05,0,1291.47,0,0,tubo_quadrado_macico
0.5492,0.32,0,15803.1,0,2,tubo_quadrado_macico
0.6132,0.5397,1,370.53,1,0,tubo_quadrado_oco
0.7722,1.0144,1,193.7,1,0,tubo_quadrado_oco
0.82,0.987,0,1379.02,0,0,tubo_quadrado_oco
0.969,1.0022,0,2758.49,0,0,tubo_redondo_macico
0.7579,0.9964,0,3883.68,0,0,tubo_quadrado_macico
1.0,1.0248,1,1393.79,1,2,tubo_redondo_oco
0.9719,0.9644,0,461.11,0,0,tubo_redondo_macico
0.9433,1.0005,1,908.4,1,0,tubo_redondo_oco
0.5608,0.5271,0,2271.48,0,0,tubo_quadrado_macico
0.9598,1.0153,1,1500.28,1,0,tubo_redondo_oco
0.8108,1.0116,1,1077.21,1,0,tubo_quadrado_oco
0.9204,0.9843,1,1643.02,1,0,tubo_redondo_oco
0.7619,0.9832,0,3860.96,0,0,tubo_quadrado_macico
0.9665,1.0338,0,1060.16,0,0,tubo_redondo_macico
0.7937,1.0074,0,1256.87,0,0,tubo_quadrado_macico
0.9627,0.9781,0,9534.02,0,0,tubo_redondo_macico
0.9853,1.0126,1,1808.38,1,1,tubo_redondo_oco
0.8986,0.9966,0,6973.23,0,0,tubo_redondo_macico
0.9186,1.0099,0,9362.12,0,1,tubo_redondo_macico
0.6234,0.6554,1,500.46,1,0,tubo_quadrado_oco
0.9595,0.9359,1,879.38,1,1,tubo_redondo_oco
0.9516,1.0232,0,4083.04,0,0,tubo_redondo_macico
0.9538,0.9878,0,314.77,0,2,tubo_redondo_macico
0.688,0.5714,1,303.67,1,0,tubo_quadrado_oco
0.8086,1.0102,1,531.92,1,0,tubo_quadrado_oco
0.5232,0.3574,0,5103.11,0,0,tubo_quadrado_macico
0.82,1.0089,0,1388.7,0,0,tubo_quadrado_macico
0.4786,0.3148,0,3187.89,0,0,tubo_quadrado_macico
0.7752,0.9892,0,864.65,0,0,tubo_quadrado_macico
0.6447,0.5922,0,241.62,0,2,tubo_quadrado_oco
0.6438,0.5294,0,1679.05,0,0,tubo_quadrado_macico
0.7789,1.0298,0,663.13,0,0,tubo_quadrado_oco
0.82,1.05,0,300.0,0,0,tubo_quadrado_macico
0.7528,1.0395,0,3621.03,0,0,tubo_quadrado_macico
0.9166,1.0688,1,1023.35,1,0,tubo_redondo_oco
0.7355,0.9756,0,5190.87,0,0,tubo_quadrado_macico
0.7171,0.7872,0,1237.34,0,0,tubo_quadrado_macico
0.6854,0.6549,1,385.26,1,0,tubo_quadrado_oco
0.9237,0.9076,1,440.45,1,0,tubo_redondo_oco
0.9114,1.0094,0,409.93,0,1,tubo_redondo_macico
0.7694,0.9705,0,624.94,0,0,tubo_quadrado_macico
0.8144,1.0473,1,463.19,1,0,tubo_quadrado_oco
0.6512,0.6873,0,927.67,0,0,tubo_quadrado_oco
0.7203,0.9628,1,962.67,1,0,tubo_quadrado_oco
0.9781,0.97,0,9309.45,0,0,tubo_redondo_macico
0.9516,1.0207,0,472.16,0,1,tubo_redondo_macico
0.754,0.9693,0,3824.47,0,1,tubo_quadrado_macico
0.9346,0.9527,0,967.12,0,1,tubo_redondo_macico
0.9397,1.0037,0,8982.42,0,0,tubo_redondo_macico
0.9943,0.9402,1,580.98,1,2,tubo_redondo_oco
0.9797,1.0442,1,232.1,1,0,tubo_redondo_oco
0.926,1.0183,0,2907.13,0,0,tubo_redondo_macico
0.94,1.043,1,392.69,1,0,tubo_redondo_oco
0.7728,1.0122,0,366.59,0,0,tubo_quadrado_macico
0.954,0.9443,0,3865.69,0,2,tubo_redondo_macico
0.7779,1.05,1,363.13,1,0,tubo_quadrado_oco
0.7392,1.0411,0,5496.06,0,0,tubo_quadrado_macico
0.8813,1.0434,1,989.72,1,2,tubo_redondo_oco
0.9341,0.9435,1,806.34,1,0,tubo_redondo_oco
0.9424,0.9924,1,271.44,1,2,tubo_redondo_oco
0.9719,0.9864,0,1632.84,0,0,tubo_redondo_oco
0.6064,0.5284,1,1505.03,1,0,tubo_quadrado_oco
0.9504,0.9723,0,250.0,0,1,tubo_redondo_macico
0.9443,0.9837,0,1657.1,0,0,tubo_redondo_oco
